NoText_reg,BTR_noCVEM_K2,BTR_noCVEM_K5,BTR_noCVEM_K10,BTR_noCVEM_K15,BTR_noCVEM_K20,BTR_noCVEM_K25,BTR_noCVEM_K30,BTR_noCVEM_K40,BTR_noCVEM_K50,LDA_K10,LDA_K2,LDA_K5,LDA_K15,LDA_K20,LDA_K25,LDA_K30,LDA_K40,LDA_K50,sLDA_K10,sLDA_K2,sLDA_K5,sLDA_K15,sLDA_K20,sLDA_K25,sLDA_K30,sLDA_K40,sLDA_K50,BTR_noint_K2,BTR_noint_K5,BTR_noint_K10,BTR_noint_K15,BTR_noint_K20,BTR_noint_K25,BTR_noint_K30,BTR_noint_K40,BTR_noint_K50
0.08110732327288397,0.07817951455426023,0.07527766152668663,0.07650496741244497,0.030592521964269412,0.013597606667583029,0.03582326279246717,0.03268703825672842,-0.014482894513859132,0.050611038020610025,0.027522108830837416,0.0791299196102949,0.07353930368626202,0.04021880661681609,0.0345582092945626,0.032854019132021225,0.027801598655245882,0.049782185310983496,0.029950438507975685,-0.07908754795107445,-0.19324000263933977,-0.06959640800214723,-0.13695821479589718,-0.2510571668192106,-0.2268055925998777,-0.25357065604082013,-0.13040697090615194,-0.2046642849472834,0.07023090741116485,0.060093432910228325,0.05978607178069596,0.04077408724834109,0.03813652474293025,0.06786184077765639,0.05950505968452783,0.04996344016632806,0.06005834665541246
0.08185715768111135,0.07928458334209644,0.08244499039149765,0.07895221258977614,0.033711474889405804,0.0190837026981681,0.0435143266143474,0.03500324878814744,-0.004117786457769779,0.05084341845335939,0.04983432303719121,0.07938659542880794,0.07466176820558906,0.0454626829056083,0.037092077080144,0.036279113203704055,0.030231898137624447,0.05198124711662039,0.04273689359929651,-0.07629600410109141,-0.1854353072224286,-0.06276585078776108,-0.13575755857950855,-0.25094052265377825,-0.22017030116116945,-0.24930053931472085,-0.11908395605560146,-0.20322083164957283,0.07504498905045262,0.06545235542913459,0.06112796517672587,0.04283803423332784,0.04005182859035495,0.07302157248968628,0.06161339375410296,0.06577815327592564,0.0644391307046476
0.08483882659186856,0.0804036744173267,0.08421400583191789,0.07914852627414934,0.034342849013417484,0.021854969837769238,0.04434751334050039,0.03789623467257941,0.0003946998981938926,0.05744791356269767,0.051655315293126496,0.08003961739858986,0.07635185969486391,0.04591047253952661,0.03942121721338327,0.04334264046750291,0.030733940818754274,0.05227751231666462,0.04487913232993579,-0.0758099535516468,-0.18359163426082922,-0.05971224484730009,-0.13575163249487826,-0.24919930795025727,-0.21152301684141522,-0.24892520459714879,-0.11896148935765011,-0.20018107594210102,0.07632491323800702,0.07103220128731395,0.062013726870589134,0.046480971359074835,0.041119174342280365,0.07410662175332501,0.06233822423854906,0.06950919237653067,0.06534186218332907
0.0857507842321603,0.08149943014904788,0.08462711597413407,0.08070719923912119,0.03491292617753207,0.02229905964667555,0.04764926074640846,0.038209100421419805,0.001756999519868463,0.05757970715120813,0.05506043495283688,0.08028966974888133,0.07661199183967901,0.048850633803944526,0.03946236078014516,0.046778076066885346,0.03307025146568733,0.052537240458430154,0.0466906008878345,-0.07388447051074135,-0.18009311910399572,-0.05637816844003115,-0.13443634428012713,-0.24838646618508986,-0.21105057504730704,-0.24816626448966186,-0.11885772064927583,-0.19932913915502518,0.0786447788216394,0.07639409736201871,0.06250372983430175,0.04676638830549928,0.04145736305560028,0.07429641212296575,0.06266396519124348,0.07036139667367045,0.06930503084817727
0.08627191770421555,0.08260881472155426,0.08472000292246526,0.0809573580330058,0.0375198227475116,0.024463197083712265,0.04890227555273438,0.038592381797141695,0.003532099145184951,0.0580548762755385,0.05846925782829087,0.0802943923867792,0.0810651219027339,0.049218699204128594,0.04129508931660279,0.05417607257833377,0.034326597135165005,0.05544556400732821,0.049921351346850565,-0.07336804657352564,-0.18001944199692654,-0.055897441395153,-0.13345067305019234,-0.24636263210261916,-0.20707847579682714,-0.24502356896907246,-0.11807095842279183,-0.1993123734119179,0.0788468564801025,0.0765264450531605,0.06293386999137329,0.047383630347036465,0.04796734808665883,0.07431055956921735,0.06339504150462476,0.07069426152785088,0.07212958234417138
0.08637562046358285,0.08304363161549047,0.08479881828814737,0.08155523975921392,0.03848186297097517,0.025245032525078398,0.04923759765555047,0.04001077797377965,0.0038129724807364485,0.05844907462223524,0.062393982019587554,0.0803105517502867,0.08109367479709714,0.050223614423843745,0.04239928672885455,0.05463601487491279,0.03542376094250235,0.05732424537207564,0.05104354506736646,-0.0722935049984918,-0.1795520752605646,-0.05389201445057436,-0.1333219155415788,-0.24567102157285534,-0.20659156101019915,-0.2439581834475373,-0.11700252951360007,-0.19904407888845294,0.07973345662309131,0.07654835545020262,0.06330473086891343,0.04743896096472398,0.04840226651808026,0.07644161260680142,0.06665098882972939,0.07241477376548988,0.07262757156915588
0.0873245945021954,0.08419531134524749,0.0858437770930035,0.08230515119835893,0.0391403470733014,0.025686974386435392,0.0495310491858591,0.040052187012136864,0.004081664174089741,0.06138589094526233,0.0631846137716198,0.08063955485226812,0.08123172560136899,0.05032566906383326,0.04483179274941436,0.057686594829066476,0.03752373104380882,0.057653483786151885,0.05208491234348879,-0.07164432864787239,-0.17935229112743212,-0.051974815611660855,-0.13221306761023888,-0.24450084816088166,-0.20558014733178165,-0.24366199055744042,-0.1168477879818446,-0.1980517140469332,0.08151561144247563,0.07692310774461833,0.06600512005963209,0.0481266661529844,0.0487007182241735,0.07668076918799989,0.0676507569247727,0.0725992966798059,0.07434233799663721
0.087626058751508,0.08427727694806797,0.08597591324521925,0.0879213481782589,0.044458054013614356,0.02666972495696813,0.0499403358556737,0.0410550217872147,0.004734218211820296,0.06485196430340434,0.0632344720028478,0.08210762629336513,0.0814637180333016,0.051259129624557934,0.04652056837256745,0.05807294465669838,0.03761865340217998,0.06018444864522643,0.05437014493441504,-0.07053231494258008,-0.17911407645517968,-0.05126643564907114,-0.1316683370962642,-0.24398063873672549,-0.2051362472812737,-0.2436457825493621,-0.11669029276855593,-0.19799697334649227,0.08201595092857897,0.07886634830865671,0.0663615618460148,0.048301486068800206,0.048781870627320575,0.07750812084561251,0.0677500086883607,0.07342679802333027,0.07640673548881216
0.08775466187793259,0.084502361013012,0.08628805178274304,0.08895035289278468,0.04489886662979397,0.028768509744052928,0.050930431470611645,0.04170215536376667,0.005935571145181284,0.06516535470210066,0.06450130940058757,0.08238143112291699,0.08211422593568908,0.05203479766556753,0.046738628565635,0.05817397452075348,0.03789340651000978,0.060265152140392984,0.054370724278986135,-0.0700239712097393,-0.17882957380633666,-0.05071535332094265,-0.13131542756884396,-0.2438375656018013,-0.20451724836820825,-0.2432674349183981,-0.11593430001423413,-0.19696525414550223,0.08213881323296995,0.07908700887282741,0.0673444780794147,0.048631244959398086,0.04967668307039844,0.0780920297438108,0.06916450472196896,0.07388878118796043,0.07693206521174148
0.08834604436634468,0.08490298961360496,0.08633865921237295,0.09061171933021521,0.045390756093824064,0.029229375119621613,0.05094899389110688,0.04210322728691403,0.006219414130934846,0.06516714608201868,0.06523288513645177,0.08316169622014609,0.0825392292637272,0.05242083253099891,0.046811375993668976,0.059295391363096805,0.03984330324529836,0.062287288852035355,0.05697594788176874,-0.06969715745881583,-0.17724489154365844,-0.050408931197935346,-0.13092210716416908,-0.243662257166288,-0.2038529148940599,-0.23950352427014082,-0.1156394304890703,-0.19695725573240108,0.08246733201374576,0.07973332957087097,0.0676651374842091,0.048641366974069754,0.051078223140740606,0.08008245533746737,0.06924885614514918,0.07389171525162688,0.077508293409336
