NoText_reg,BTR_noCVEM_K2,BTR_noCVEM_K5,BTR_noCVEM_K10,BTR_noCVEM_K15,BTR_noCVEM_K20,BTR_noCVEM_K25,BTR_noCVEM_K30,BTR_noCVEM_K40,BTR_noCVEM_K50,LDA_K10,LDA_K2,LDA_K5,LDA_K15,LDA_K20,LDA_K25,LDA_K30,LDA_K40,LDA_K50,sLDA_K10,sLDA_K2,sLDA_K5,sLDA_K15,sLDA_K20,sLDA_K25,sLDA_K30,sLDA_K40,sLDA_K50,BTR_noint_K2,BTR_noint_K5,BTR_noint_K10,BTR_noint_K15,BTR_noint_K20,BTR_noint_K25,BTR_noint_K30,BTR_noint_K40,BTR_noint_K50
0.08859462665775336,0.08529647190741235,0.0865786866018555,0.09099725722954377,0.04574328511779775,0.029816421207156336,0.051013961431037744,0.04498352123405457,0.006408138341215175,0.0656197342719064,0.06546794617053033,0.08349961395274155,0.08343782149186904,0.05269238374661834,0.047359380067764634,0.06020914167993183,0.04072392533280014,0.06264699911343632,0.0571453752292276,-0.06917723872200363,-0.17664825407414747,-0.05000357491124053,-0.13005837571589915,-0.24336420681299664,-0.20372900096786767,-0.23934788732090526,-0.11521341084328851,-0.19692040351828136,0.08358028334015441,0.079970144224184,0.06778467453533309,0.04879768916297582,0.051740031937463016,0.0810685948396176,0.0694953170234384,0.07403338042259694,0.07783166718327002
0.08865492802413172,0.0854153793082359,0.08692772437108265,0.09107388567925513,0.04625300776064563,0.03027138137252293,0.0516880382811354,0.046327776549123165,0.006471164995392187,0.06586664461044164,0.06596716560873836,0.08382175897151592,0.08384645250648701,0.053084210836105206,0.047424863892568565,0.06049538322877157,0.04137700257108923,0.06444143334714039,0.05782081086380908,-0.06897607734956389,-0.17644596497938797,-0.04960317461324462,-0.12999115798454478,-0.2430577951286299,-0.20347614586069412,-0.23927681183119634,-0.1148356521192268,-0.19652113441001395,0.08407496934175687,0.08069896072687861,0.06796536375832482,0.04930865567015562,0.05298536615709211,0.0816567570512201,0.0705181020399087,0.07501762528820355,0.07790885983168529
0.08882316756646935,0.08564242067483994,0.08779924503332347,0.09123871831730998,0.04650931597454464,0.03245667627638939,0.05248329517344228,0.047195323821032045,0.006528567037918945,0.06727161806643905,0.06695850669136041,0.08395351362380543,0.08416507041767096,0.05371532464875087,0.04776398130027247,0.06087076824316475,0.041886359561525394,0.06548041664446272,0.05824989139505084,-0.06854572504025852,-0.17640717187933547,-0.04921738363995055,-0.12992620224384946,-0.24205952134368747,-0.203452153368447,-0.23867887669290586,-0.11480234190750493,-0.19640091970759405,0.0853238279223694,0.08085630141885734,0.06812899476263247,0.04939680612414116,0.053617301850943946,0.08342581373837997,0.07065436980442538,0.07522629540572062,0.07856829300537917
0.08895396858441784,0.08572133310816298,0.08786086106651532,0.09127550297293062,0.04689424230951018,0.032841883989875406,0.05263512098904831,0.048029822842237085,0.007691048504373098,0.0676689888593672,0.06868143201872037,0.08416976967505925,0.08447141049088687,0.05375419906310814,0.04779158079189746,0.06097192520335711,0.044070394753084136,0.06615095910993495,0.05878715546937047,-0.06767595371017637,-0.174337880278844,-0.049033589497054074,-0.12986840132127897,-0.24176642124754014,-0.20308689721451123,-0.23867464733717839,-0.11409649526656032,-0.1963130412564123,0.08556679634966963,0.08101155832165713,0.06822424932806118,0.04943943318592804,0.053914898399752775,0.08346387692702092,0.0707781818807206,0.07566449816601212,0.07888448508632223
0.08895649304921707,0.0857953817062504,0.08842424089552346,0.09138603413543275,0.047320209204437975,0.032910419662849286,0.052878463603331274,0.04825696198881859,0.0077226668897088235,0.06836928544108335,0.06896452678764604,0.08422861665578876,0.08455198682888673,0.054498165326529596,0.04786047708423795,0.061115514070530584,0.04456019506996113,0.06664442193912552,0.05894664891156845,-0.06703841705595004,-0.17406917537534583,-0.04824830406651193,-0.12938304895133007,-0.24173500985351082,-0.2022128067012268,-0.23826011301966588,-0.11402730977872468,-0.1960005144726565,0.08602287831957733,0.08115929258668021,0.06870801896774602,0.05027245023958524,0.05567645867051897,0.0837581186055079,0.07166017252467245,0.07570032927539785,0.07896267226195264
0.08938169605552103,0.0858125992602203,0.0887996266407197,0.09179498778329835,0.04760281483022236,0.03387129559774599,0.053063570270931885,0.04859499967868243,0.008039791171933222,0.068378917127884,0.06909266734705766,0.0843154059971642,0.08466676037291114,0.0545664292406052,0.04824495705251994,0.06171849811308017,0.04492266373454168,0.06688439002555249,0.06003175349378628,-0.06674490341991474,-0.17326070347413186,-0.04791886359916072,-0.12937782959316035,-0.24172212090298706,-0.20202770659481437,-0.23821728720850494,-0.11395152625231703,-0.19595313815726695,0.08631036176650128,0.0812043617091832,0.06957866902334203,0.052134091986329165,0.05597821052494821,0.08380282791898969,0.07171591795574356,0.07579911236955589,0.07944781803684299
0.0894083176600961,0.08631370602696711,0.08912290777191473,0.09260252807294161,0.04859690587206658,0.034046445084672965,0.05345494725095008,0.04911012260388875,0.008754001786191928,0.0690561673728984,0.06951562655593167,0.08450212240312019,0.08503818317654689,0.05595396275429266,0.04854879011404734,0.06198485702585302,0.04620183692881623,0.06748399703732547,0.06042162439879174,-0.06661453021476066,-0.17305573356643866,-0.04788778869432186,-0.12935992629078572,-0.2415975408159708,-0.20191836662534765,-0.23811184819977754,-0.11294446414496838,-0.1959312742546582,0.08708070241218087,0.08237973798951681,0.06993537196656577,0.052255245706750254,0.05639241568152001,0.0838280971301033,0.07242915431814417,0.07635541730289377,0.07960739930039679
0.08956592739807766,0.08669105183638412,0.08912416633992656,0.09300449978218164,0.04925149717985007,0.034571481783998964,0.053785195159289055,0.04982598122545928,0.00967176226268314,0.06932402043373102,0.06957637639010444,0.08474030506476715,0.08521431055993106,0.05612185530346053,0.048618405698053646,0.06268912698950366,0.04670366690742589,0.06801978549436219,0.06071537852425003,-0.0662740169251041,-0.17261238798152115,-0.04786287480600561,-0.12921570520677741,-0.2414390556645387,-0.20151035509378035,-0.23772566522626432,-0.11279046177443668,-0.19590598345370935,0.087665258433439,0.08262731261763051,0.07015461933361772,0.05259538698298921,0.056489827899024445,0.08446422910252291,0.07366137831625282,0.0764923478197564,0.07961255742951906
0.08956918114390784,0.08671815216857867,0.08926899432793423,0.09317316521920624,0.049462378640509674,0.035426870993129723,0.05435246042952617,0.0498970246216838,0.009921470467280591,0.0699968643365672,0.06968154955566433,0.08475888962501225,0.08533765792968917,0.056776661202851186,0.04873177177384114,0.06286151583526677,0.047046321521074796,0.0680807031953764,0.060874597701495566,-0.06611112045101342,-0.17249056637925705,-0.04739569457567905,-0.12890720232912586,-0.24139937743527043,-0.20142121738477015,-0.2367230209069754,-0.11250238972865426,-0.19563429034056656,0.0877082722089254,0.08271570233175929,0.07046659611006191,0.05300171890039165,0.05652573787234643,0.08450141655706746,0.07372780943448744,0.07739693775101059,0.08032031076515625
0.08961381293670699,0.08685886597464423,0.08955003206748335,0.09325423373444525,0.04953540004227855,0.035934785579665895,0.054439838482740865,0.050104907419304276,0.00996911947095401,0.07053967275164331,0.06982702642408377,0.08514880667804507,0.08576012534536678,0.05704102250984872,0.04880877558984133,0.06320016846754642,0.04708039746037227,0.06842614923778628,0.06142805730251606,-0.06552087758778327,-0.17248891579798303,-0.04726680374369161,-0.12860882060731274,-0.241326751345456,-0.20111722944220872,-0.23656607023270887,-0.11239646518289807,-0.19528104202665464,0.08783685557745871,0.08277047193172739,0.0704954797555151,0.05319947377301628,0.05728351969248705,0.08450934201075812,0.07380474364408018,0.07771679920006894,0.08076384596302377
0.08977397765409997,0.08776386465753991,0.09037445063247335,0.09352291734209997,0.04954479009209475,0.03607163005757051,0.05444334371882924,0.050438215647963885,0.010330898138470303,0.07108069276875366,0.06998553913073376,0.08559475469780815,0.08648255593566358,0.05727893405287771,0.0494706763850976,0.06349107991912407,0.048350985452644796,0.06862732749154254,0.06216341140342268,-0.06506041855221696,-0.1719052899742312,-0.047212771810615776,-0.12827678775921214,-0.2410006578938926,-0.20093437113115284,-0.23512621419564594,-0.11218642592998884,-0.19514822601226128,0.0879019002067238,0.08278529069257218,0.07057375538029023,0.053539678714570424,0.057417436486697004,0.08562082058242185,0.07401076988818851,0.07787988939054953,0.08126348712730946
0.08980644533259981,0.08786327513798815,0.09060877311591928,0.09357703153573727,0.05088577369935421,0.03686595072509821,0.05465251914763812,0.05057689503314697,0.010555236424060858,0.07108090198629466,0.06999602656197657,0.08578031369090891,0.08701198353939454,0.057433633520487144,0.04980874237855133,0.06364125034328871,0.048396183118163544,0.0690864006582349,0.0628230479132805,-0.06471549673589802,-0.17112746056445274,-0.04683855898072703,-0.12816487376243083,-0.24080670869249238,-0.20070042889386777,-0.2351012205198537,-0.11207617100835704,-0.19513805791745648,0.0881947798325415,0.08310757230857288,0.07067967154018923,0.0536693606227129,0.05810252940493198,0.08619670977373779,0.07522198860605206,0.07792871618086969,0.08132214062413971
0.08985428231608573,0.0881194689316812,0.09170216028652022,0.09386624374669536,0.05204117439576771,0.037043799985559345,0.0548991225485078,0.05061987530548305,0.011406450735570811,0.07108133841338632,0.0706941982792037,0.08585483475173503,0.08716372927345965,0.057762928329705907,0.050027604102178935,0.06399356820827878,0.048496238015641915,0.06923656612439211,0.06284417557354087,-0.06469806300002642,-0.17092486024654735,-0.04676864508600244,-0.1279116938324166,-0.2406305096421139,-0.20069952551818337,-0.23504370840834893,-0.11196337411790122,-0.19483536666867413,0.08866425675103823,0.0831754650061676,0.07073433643172403,0.05398496953382708,0.05836410937742116,0.08637352614454054,0.07560325911005115,0.0779875115494806,0.08149425404378291
0.08997942055337503,0.08814369156330039,0.09179300625895609,0.09388600344448056,0.05212361712581341,0.037081995790911156,0.05495362871554889,0.05080120529863169,0.011864801002609754,0.07203089698322035,0.0707219667558732,0.08589816189303609,0.08751259239000031,0.05797955958460149,0.050051142081101854,0.06417915990465572,0.04877243933957666,0.06939606482486017,0.06309203776491745,-0.06445129703271454,-0.17070291678183988,-0.04619582218912249,-0.1278673250020306,-0.2405072060936879,-0.20058529326042313,-0.23502816585861303,-0.11183417121727075,-0.1945554880015523,0.0887196285793739,0.08322662697730027,0.07087387653018147,0.0543107561213245,0.05883194687892487,0.08665434204983842,0.07615838474631968,0.07861235390233111,0.08171689072831856
0.09007688862732832,0.08844426081154047,0.09212448795445091,0.0940693847070148,0.052724991249918904,0.03723822682454624,0.05534726188781336,0.05091761602193809,0.011865850907206946,0.07206724487914343,0.0708401493198056,0.08604524089725496,0.08757084822843766,0.058158627551307886,0.050107726378336624,0.06420696148147531,0.04894577239138496,0.06958262604273326,0.0633732868301223,-0.06414450440720237,-0.1703423772566075,-0.04611162615048474,-0.12781423869361755,-0.24050140740810833,-0.20035201151125145,-0.23453446312508777,-0.11166631153559543,-0.19418351366885406,0.08879391790565631,0.08325691366582301,0.07117749850393665,0.05477694616849543,0.05908716194433089,0.08705207600396679,0.07688171035540292,0.08041410704037938,0.08176737184614921
0.0901147197822012,0.08866432475045698,0.09213802272857999,0.09438011976001748,0.052980923813542885,0.03726525262914716,0.055522902760601275,0.052343546983920484,0.012143133005295612,0.07215746755250785,0.07165808009449098,0.08607975974221306,0.0878796587282619,0.05825152647011558,0.0503412958933005,0.06458529986333678,0.049837266069686276,0.0702448425240724,0.06370953421417465,-0.06409638109331157,-0.17021604748792218,-0.0461082673122043,-0.12764655791638047,-0.24040863910535168,-0.2001261747439423,-0.23420693671539053,-0.111595024513969,-0.19282894559389704,0.08879411915635155,0.08334701686457507,0.07127433106417944,0.05528811283178987,0.05911278925606154,0.08716740822148676,0.07718041542533258,0.08053406156628673,0.08188734516448389
0.09030833780096033,0.08896417367754977,0.09222556816581522,0.09468872031437628,0.053548126745533886,0.038014613707688716,0.05565889055546182,0.053358369452514064,0.012245966176684324,0.07225186750239929,0.07179409031035502,0.08608010762541896,0.08806256450753455,0.058251872678699315,0.05080118244685186,0.06475927732817409,0.05008619457308226,0.07040232326337129,0.06412131297058128,-0.06408187045806099,-0.17000437621098585,-0.045667748705065896,-0.12722259905926414,-0.24039157493600782,-0.20009444732939252,-0.23407899930375878,-0.11129101137708039,-0.19264141241453153,0.08882407173196137,0.08337878216928801,0.07141677566017884,0.05528827112485948,0.05931175960846541,0.08793515768669305,0.07730295966366761,0.08101011448680673,0.08308177079224763
0.09060320683851973,0.08896721612619289,0.09229836637946837,0.0949577098083968,0.05357773734729247,0.03951404063468027,0.05567111011100559,0.05351622181890874,0.012573609180408223,0.07285141374143475,0.07183314900661557,0.08637876996960663,0.08808677016302138,0.05831609771110507,0.051012940711456976,0.06482215275779349,0.050295890907189916,0.07045559748639696,0.064198110656801,-0.06366711159689095,-0.169910355528937,-0.04538704441931656,-0.12721119857750496,-0.2403134623679667,-0.2000127410523751,-0.23369460915381224,-0.11116913893237507,-0.19259082864311877,0.08893571865694691,0.08351782232530372,0.07204953327725079,0.05541388032274947,0.05945010057482707,0.08802736907080597,0.07761554702984365,0.08129446190831591,0.08328282498196123
0.09065233032327434,0.0891755772693042,0.09262379511972801,0.09512802969770671,0.05415830364693565,0.03988038273719534,0.05595395807543231,0.05367920385514932,0.014060349079665233,0.07347271544515793,0.07240635824316408,0.08645121872861314,0.08820636557686078,0.058736702526295016,0.0515207620383995,0.06516105611271492,0.0503996232638125,0.07068067385671986,0.06420537126457122,-0.0635105220449548,-0.1698045183909373,-0.04531895989727994,-0.12717620538628313,-0.24020872521857123,-0.19970707731721415,-0.23360222423062676,-0.11103417128655607,-0.19238784207219098,0.08975364310242387,0.08370511409759157,0.07223319693109002,0.05598920210990643,0.05975348982556025,0.08839991366590666,0.07793052623792371,0.08176664616622317,0.08335920789863478
0.09069361310330756,0.08959073713607119,0.09265815223776208,0.09526696326858698,0.05416584988735496,0.0400377204456323,0.05677896316680397,0.05456536364904646,0.014638033089312621,0.07352375126355651,0.07257033801969243,0.08696303009393273,0.08858288914919747,0.05904673257571177,0.05170973628362596,0.06519365043892233,0.050620224003093135,0.07104617330206342,0.06437879745168844,-0.06331331919766109,-0.16941046600680187,-0.04492381857448953,-0.1270610379959854,-0.23990371305488342,-0.19951525273924442,-0.23315612380675946,-0.11074602380228654,-0.19207990071084907,0.08976507839966999,0.08370729690396228,0.0728654467793632,0.05606158307943482,0.06006720543189107,0.08859805123401307,0.07806182270416864,0.08185702943321659,0.08348225700627566
0.09077483475787898,0.08959993957009663,0.09301532024135892,0.0953379295368158,0.05489000448807688,0.040330589235821376,0.05685992819894568,0.054793658849372935,0.014741242192080367,0.07361603050877553,0.07272426383467216,0.0873546424019592,0.08866132840831803,0.059063450774160225,0.05192949741202054,0.065455708058598,0.050797369050191145,0.07157717379842969,0.06446173697994695,-0.06326347668686182,-0.1689875374468844,-0.04476566205657508,-0.12696964048595302,-0.2394369431403025,-0.19931276083543206,-0.2329294609358752,-0.1107341733991014,-0.1917421257941287,0.09003600255239431,0.08389738100753641,0.07288806764171579,0.05618610977401098,0.060101243204704384,0.08889789416462274,0.07849636611610829,0.08213171793796933,0.08362563934757195
0.0907915322603208,0.0897627141634795,0.09318762411642903,0.09534859124553904,0.05508838466763384,0.04041029401736506,0.056898364250803385,0.05516359928493297,0.014865182953509942,0.07370902310327196,0.07287214446840394,0.08756971698994058,0.08885206875557912,0.059662041569523636,0.05231083639188715,0.06593892230273848,0.050855428725120916,0.0716290581198232,0.06470751709057235,-0.06326329057205267,-0.16894920567834193,-0.044620612591787866,-0.12695996831196119,-0.2393216961545988,-0.19894650250911325,-0.23289775774317695,-0.11060630133703704,-0.19151561864250627,0.09023378085961616,0.08433611981904235,0.07312316278133058,0.056300222418877825,0.06099401097201604,0.0890614170383275,0.07860952457667901,0.08239862271374268,0.08403677821251782
0.09088258865817449,0.08976820531377205,0.09352413299411436,0.09561778309460192,0.05540675412022814,0.04059620327114496,0.05690908891772835,0.05528996125331994,0.015038954377393596,0.07379056904937746,0.0731203726603043,0.08795379129683686,0.08899690620214554,0.05990161612428213,0.052531276926754564,0.06594514361384843,0.05157827487390956,0.07183171257067068,0.06491322489226653,-0.06316837159219595,-0.16886908524637875,-0.04459467426185673,-0.12675992072392941,-0.23916466030490066,-0.19890281589809633,-0.23287602834963322,-0.1105926956700425,-0.1913115612602283,0.09053369986269053,0.08435217831508887,0.07316092392110396,0.0568397088493741,0.06127544075094551,0.08918596226576529,0.07862437147784063,0.0824364859272847,0.08407166659370784
0.0910421280966135,0.08985548024212872,0.09371502014223702,0.09574897637417172,0.056035074258596225,0.04060405238036123,0.057057780541636356,0.05581867759997779,0.015259758213515842,0.07384014665598153,0.07314672086077194,0.08800447583812863,0.08947511899877873,0.06010893126026341,0.05267035238255407,0.06611712935508685,0.05221579978305578,0.07207465464605166,0.06516784319560717,-0.0628925532734693,-0.16882081796119153,-0.044428617824493144,-0.12644456093765497,-0.2390863131183163,-0.19885115912633844,-0.23268503248684963,-0.1104858768003357,-0.19115641231829633,0.09062225504173763,0.08443774106083048,0.07326045008476889,0.05703719089408546,0.06152202397133179,0.08926695264339621,0.07863240370322169,0.0824969803266287,0.08415771804470937
0.09109189760209266,0.09024765178876891,0.09401810563346316,0.0958314655029012,0.05617468765707889,0.04063373990411635,0.057062880456762374,0.05628240715689002,0.015466488349349786,0.07420301275767374,0.07337391093063841,0.08855633271586645,0.08953109626958941,0.06021189444527767,0.052901505147817884,0.06614380530158674,0.05227945934329334,0.07219180208910074,0.06521298675460376,-0.0628860252925619,-0.16880412669382736,-0.044396752480102886,-0.1263783885252191,-0.23899396288015912,-0.19877154247549236,-0.23255881822238533,-0.11024582306460996,-0.1909778586982975,0.09068378433862337,0.08447644939311982,0.07334394257774664,0.057174938054062485,0.0615454777976189,0.08929134741629546,0.07867155596139817,0.0825550462648947,0.08418416945372455
0.09149903516043309,0.09025122233178742,0.09402226502677993,0.09599347566657401,0.05630181326777863,0.040768263420076244,0.05715855214986653,0.05631195893183305,0.01560344717661355,0.07450781195158318,0.07347142254080177,0.08867192725239498,0.08966080602804934,0.06022053993412409,0.0529905593717708,0.0661715840876009,0.052298033779067304,0.07233407377283008,0.06546314173110075,-0.0628111336818192,-0.16878777472752127,-0.04427678162891366,-0.12634418441829198,-0.2389003035712881,-0.19866135042176286,-0.23252390630965514,-0.1102351481387039,-0.19095333559069355,0.09071601800565884,0.08447825153275929,0.07334983154665285,0.057456048812627614,0.06170035456009482,0.08945660603499694,0.07901490307229321,0.08277340383865672,0.08446667715789555
0.09161292834148435,0.09089955927090487,0.09471381450909228,0.09605523576865506,0.056399612488010814,0.040816427934078664,0.057446224697200884,0.05704950501703561,0.015832815555913496,0.07454334058708526,0.07353357057007615,0.08911283208138986,0.08977548863137161,0.060291624433116336,0.053249633776831666,0.06620652228764815,0.0526080222237128,0.07263318215767,0.06546327108007413,-0.06265105384581841,-0.1687397718686007,-0.04414387351914041,-0.12632223628402606,-0.23854237611919654,-0.19853900446476663,-0.23241841068610763,-0.11019510947102332,-0.19066308987790312,0.09099707961106011,0.08449803400681584,0.07340910966651315,0.05764696225919382,0.061724850541048606,0.0895139410211378,0.07907689524806759,0.08286939150779507,0.08462261261995337
0.09175912492858197,0.09103441178751061,0.09489408677815775,0.09630507057012648,0.05677222596550047,0.0408394259536983,0.057532844165362765,0.057126325133471295,0.015840868207669223,0.07465460410789379,0.07368045974208895,0.08912515775647192,0.09014663876878293,0.06038450355231938,0.05329381275520986,0.06641595951879128,0.052741073953281745,0.07306066698594152,0.06567800609899133,-0.06214105135449506,-0.16865550469671978,-0.04413600197694349,-0.126303421779427,-0.23835576851343032,-0.19836917687506492,-0.2323638735430711,-0.10997202929533151,-0.19044125094567202,0.09138719149115176,0.08459086645645644,0.07348049264547812,0.0577868555689803,0.06183149349511432,0.08953770156952748,0.07911625528277082,0.08304148229684011,0.08466675614763536
