NoText_reg,sLDA_K2,sLDA_K5,sLDA_K10,sLDA_K15,sLDA_K20,sLDA_K25,sLDA_K30,sLDA_K40,sLDA_K50
-0.08902778754974085,0.08200111700632577,-0.0562514731055183,-0.10071254227378224,-0.2045740509800234,-0.24957795174254468,0.0,0.0,0.0,0.0
-0.08902778754974085,0.08204559134508385,-0.05590941225914477,-0.10066155066566193,-0.20449233529921648,-0.24934756477060271,0.0,0.0,0.0,0.0
-0.08880823330205909,0.0820691512013771,-0.05586816414849548,-0.10004204305578537,-0.20441582386841864,-0.2492333512813721,0.0,0.0,0.0,0.0
-0.08880823330205909,0.08207259020117785,-0.055861269077748896,-0.10001445508766296,-0.20441070545352788,-0.2491373996455346,0.0,0.0,0.0,0.0
-0.08880823330205909,0.08214632376959669,-0.055105055748862736,-0.09995315994254855,-0.20430647518309777,-0.24876258616959773,0.0,0.0,0.0,0.0
-0.08880823330205909,0.08217875028586163,-0.05509822138714721,-0.09988660206714953,-0.20427584666144338,-0.2487180419549468,0.0,0.0,0.0,0.0
-0.08880823330205909,0.08218555706520356,-0.05504046561325218,-0.09986514001683275,-0.20407271678765043,-0.24867749297839484,0.0,0.0,0.0,0.0
-0.08880823330205909,0.08221539249648181,-0.054980346561753386,-0.09964903908677356,-0.20397260211449886,-0.24867404633421902,0.0,0.0,0.0,0.0
-0.08880823330205909,0.08235750417942855,-0.054661791386328935,-0.099490463875853,-0.20382336833731665,-0.24854352784309217,0.0,0.0,0.0,0.0
-0.08880823330205909,0.08241344714338524,-0.0544830705763123,-0.09948690352073945,-0.20378594072520975,-0.2485357457104656,0.0,0.0,0.0,0.0
-0.08880823330205909,0.08250316970888213,-0.05421111879260063,-0.09934153821755723,-0.20374261167405988,-0.2484394922525237,0.0,0.0,0.0,0.0
-0.08880823330205909,0.08260418275506427,-0.054148606519935784,-0.09921823799373063,-0.20357139087971454,-0.2484155603594027,0.0,0.0,0.0,0.0
-0.08860587954785624,0.08266537823490577,-0.0540175335103198,-0.09915673456755342,-0.2035578571988651,-0.24817465723932794,0.0,0.0,0.0,0.0
-0.08860587954785624,0.08267269317631884,-0.05399687205918171,-0.09913250044039931,-0.20323830172560142,-0.24780656862163997,0.0,0.0,0.0,0.0
-0.08860587954785624,0.08272205903949234,-0.05394751069437241,-0.09912986732740961,-0.20320063535936334,-0.24765469833116577,0.0,0.0,0.0,0.0
-0.08860587954785624,0.08273850294712515,-0.05319013515276501,-0.09874556869682044,-0.20317929126918305,-0.24743658796559087,0.0,0.0,0.0,0.0
-0.08860587954785624,0.08274845009995814,-0.05313462671951872,-0.09870997244707591,-0.2029869125213334,-0.24720800134914322,0.0,0.0,0.0,0.0
-0.08860587954785624,0.08282349775306815,-0.05310136756931623,-0.09869157803565126,-0.20283278935051727,-0.24711868539124332,0.0,0.0,0.0,0.0
-0.08860587954785624,0.08295498286712225,-0.053065834571117486,-0.0984732456482101,-0.2028082113512603,-0.24703265607261587,0.0,0.0,0.0,0.0
-0.08860587954785624,0.08299680600798852,-0.05295848968719154,-0.09846914367654132,-0.20273313155399314,-0.2469055250078469,0.0,0.0,0.0,0.0
-0.08860587954785624,0.08307327240868374,-0.05294838729630031,-0.09826153554659578,-0.2026738222655467,-0.24668833496241063,0.0,0.0,0.0,0.0
-0.08860587954785624,0.08316698541150136,-0.05291500850143867,-0.09808136546812651,-0.20262737601190595,-0.2466546809528854,0.0,0.0,0.0,0.0
-0.0881907633876376,0.08342778314221783,-0.05285040828941888,-0.09783591992889715,-0.20245462466874578,-0.24652029269272605,0.0,0.0,0.0,0.0
-0.0881907633876376,0.08348478178969691,-0.05278360269705778,-0.09761719882931215,-0.20245027216675185,-0.24649143281519115,0.0,0.0,0.0,0.0
-0.0881907633876376,0.08351687694784876,-0.05271862391081836,-0.09755905965410916,-0.2024149351533824,-0.2463023466891836,0.0,0.0,0.0,0.0
-0.0881907633876376,0.08362913490151805,-0.0526551410721162,-0.09754001649738595,-0.20233855578468624,-0.24614574302237535,0.0,0.0,0.0,0.0
-0.0881907633876376,0.08389662605349499,-0.05265167394167211,-0.09753940039882483,-0.20225363326890153,-0.24605176629017708,0.0,0.0,0.0,0.0
-0.0881907633876376,0.08402801582045501,-0.052627571893968425,-0.09750653088665129,-0.20221656855044687,-0.2459338685286699,0.0,0.0,0.0,0.0
-0.0881907633876376,0.08410808345315536,-0.05256058397713002,-0.09748933989175994,-0.20214624585083255,-0.24590471540436895,0.0,0.0,0.0,0.0
-0.0881907633876376,0.08410891146794205,-0.05249478716954144,-0.09744686728459542,-0.2020973358386914,-0.24585971966976217,0.0,0.0,0.0,0.0
-0.0881907633876376,0.0841878588956507,-0.05239580010276315,-0.09717159461744379,-0.20209343470755872,-0.245858568046206,0.0,0.0,0.0,0.0
-0.0881907633876376,0.08419580307973087,-0.052379843401696234,-0.09716918277122168,-0.2019755110513341,-0.24583856216463734,0.0,0.0,0.0,0.0
-0.08791134852934031,0.0842144213081122,-0.05226181490835575,-0.09707456475262986,-0.20195565040398755,-0.24583134717683977,0.0,0.0,0.0,0.0
-0.08791134852934031,0.08426826909487517,-0.05225684008762069,-0.0970091170088244,-0.20192528382427194,-0.24580442762699756,0.0,0.0,0.0,0.0
-0.08791134852934031,0.08440686520096752,-0.052230022839712426,-0.09698113972636815,-0.2016209879563472,-0.24557806067313506,0.0,0.0,0.0,0.0
-0.08791134852934031,0.08444157803221534,-0.05200831213908989,-0.09693673953561344,-0.20144493292441726,-0.24542804539753763,0.0,0.0,0.0,0.0
-0.08791134852934031,0.08454145671169223,-0.05183812321831785,-0.09689906517403746,-0.2013573025115941,-0.24524145030781308,0.0,0.0,0.0,0.0
-0.08791134852934031,0.08462062059348135,-0.05170703813786606,-0.09689243527513391,-0.20130225767786977,-0.2450958378286126,0.0,0.0,0.0,0.0
-0.08791134852934031,0.08471696598248912,-0.051659104496073124,-0.09672403292246028,-0.2012868243840416,-0.24502413789540936,0.0,0.0,0.0,0.0
-0.08791134852934031,0.0848154967281355,-0.05138593799296333,-0.09669989820133776,-0.20120189444591893,-0.24493625857231793,0.0,0.0,0.0,0.0
-0.08791134852934031,0.0848498079442207,-0.051307033391376544,-0.09669436927133174,-0.20110877248315145,-0.24487943826271935,0.0,0.0,0.0,0.0
-0.08791134852934031,0.08485363609513744,-0.0512743483445091,-0.09666574337705511,-0.20095571677674468,-0.2448373576266348,0.0,0.0,0.0,0.0
-0.08758970512571718,0.0848548782707022,-0.0510098040957289,-0.09662782743215072,-0.2009351060650009,-0.2447968901823956,0.0,0.0,0.0,0.0
-0.08758970512571718,0.08487139038649756,-0.05098628058665465,-0.09658964587080247,-0.20082072858188468,-0.24472338184576392,0.0,0.0,0.0,0.0
-0.08758970512571718,0.08497511692445381,-0.05083504436726875,-0.09654847244288692,-0.2007301488602663,-0.244699168782362,0.0,0.0,0.0,0.0
-0.08758970512571718,0.0852050586705944,-0.050782123344180974,-0.0965068639660237,-0.20064269413990887,-0.24459356245914773,0.0,0.0,0.0,0.0
-0.08758970512571718,0.085317800399244,-0.05076538928340492,-0.09634814155223578,-0.20062352442888112,-0.24456013698834056,0.0,0.0,0.0,0.0
-0.08758970512571718,0.0853324701278887,-0.05059038625309155,-0.09625921014045254,-0.2004370916401592,-0.2445598952843763,0.0,0.0,0.0,0.0
-0.08758970512571718,0.08535836371700332,-0.05043501810400311,-0.09625687575442486,-0.2004354089384405,-0.24454680858084565,0.0,0.0,0.0,0.0
-0.08758970512571718,0.08544222739326238,-0.050398302497966604,-0.09618621666309893,-0.2004331027477394,-0.24453599946502697,0.0,0.0,0.0,0.0
-0.08758970512571718,0.08559066784616436,-0.05035555045776625,-0.09616359825482299,-0.20042800635453334,-0.24452282303507797,0.0,0.0,0.0,0.0
-0.08758970512571718,0.0857072674909015,-0.050317211028153536,-0.09615904889887522,-0.20037065102918689,-0.24449372858229765,0.0,0.0,0.0,0.0
-0.08728397161715747,0.08587060649329889,-0.05023397590524145,-0.09612412943868061,-0.20031473837284475,-0.24447321728631968,0.0,0.0,0.0,0.0
-0.08728397161715747,0.08587337916995907,-0.05019622042689471,-0.09609152353577521,-0.20021036408453696,-0.24441940109068608,0.0,0.0,0.0,0.0
-0.08728397161715747,0.08589740786396399,-0.050119037288443476,-0.09605277735068822,-0.20016830112676454,-0.24440860607178228,0.0,0.0,0.0,0.0
-0.08728397161715747,0.08591057089880923,-0.050035136108690884,-0.09603054450239257,-0.20008901988821978,-0.24427912722160444,0.0,0.0,0.0,0.0
-0.08728397161715747,0.08599315988771093,-0.05001376562705703,-0.09595249430238038,-0.20000369110764335,-0.24410889858178378,0.0,0.0,0.0,0.0
-0.08728397161715747,0.08623799177064119,-0.04993981636292186,-0.09583104073851162,-0.19993333941851882,-0.24404292328135874,0.0,0.0,0.0,0.0
-0.08728397161715747,0.08631053264582278,-0.04990141666087243,-0.09579090824471934,-0.19989837569673985,-0.24403584648847793,0.0,0.0,0.0,0.0
-0.08728397161715747,0.08636255462471877,-0.04986111233922916,-0.09574010918587017,-0.1998188307691481,-0.24382530427334717,0.0,0.0,0.0,0.0
-0.08728397161715747,0.08636843821891149,-0.04972257794432498,-0.09569561941716741,-0.19981366567596204,-0.24381525152445369,0.0,0.0,0.0,0.0
-0.08728397161715747,0.08649402087121634,-0.04968388086004432,-0.09556966542346769,-0.19970970372970093,-0.24379915046008718,0.0,0.0,0.0,0.0
-0.08707473842460176,0.08650938384474999,-0.049485698864148414,-0.09549480975063682,-0.19961355180707135,-0.24379410810502222,0.0,0.0,0.0,0.0
-0.08707473842460176,0.0865384709724675,-0.04945252949258257,-0.09545416541041118,-0.1995805450127459,-0.24378723216769105,0.0,0.0,0.0,0.0
-0.08707473842460176,0.08655355575337575,-0.04937794215488964,-0.09540188985307518,-0.19951721854781998,-0.24368210233354157,0.0,0.0,0.0,0.0
-0.08707473842460176,0.08660311096433487,-0.049361279784209,-0.09536637745902259,-0.199488058284664,-0.2435355358545457,0.0,0.0,0.0,0.0
-0.08707473842460176,0.08666961158023367,-0.049178763314178184,-0.09528239345646995,-0.19947954656504788,-0.24350416575399217,0.0,0.0,0.0,0.0
-0.08707473842460176,0.08668435508902882,-0.04914279692332382,-0.0952731846946817,-0.19944273718963065,-0.2434925885223541,0.0,0.0,0.0,0.0
-0.08707473842460176,0.08669725394914515,-0.049120276536289295,-0.09521142064869602,-0.1994154183828528,-0.24346145168605998,0.0,0.0,0.0,0.0
-0.08707473842460176,0.08670337930252389,-0.04909945573844583,-0.0951036751278995,-0.19939483978559097,-0.24344932579437384,0.0,0.0,0.0,0.0
-0.08707473842460176,0.086716522579971,-0.04903835972762929,-0.0950755613534331,-0.1993642941910126,-0.24333620023579905,0.0,0.0,0.0,0.0
-0.08707473842460176,0.08675478079062836,-0.04902277347389902,-0.09502231938004976,-0.1993608723198736,-0.2432953501589029,0.0,0.0,0.0,0.0
-0.08676781222927804,0.08680417778351053,-0.049015765686266366,-0.09501974703565089,-0.19929439723029896,-0.24324217793852193,0.0,0.0,0.0,0.0
-0.08676781222927804,0.08699471130902117,-0.048975434011713684,-0.09490015684825731,-0.19915137262961136,-0.2429762338982478,0.0,0.0,0.0,0.0
-0.08676781222927804,0.0869951288242493,-0.04897266740202752,-0.09489476821835514,-0.19902820064553672,-0.24297108978299778,0.0,0.0,0.0,0.0
-0.08676781222927804,0.08710785087989545,-0.04893683310789654,-0.09482727443400789,-0.1989834385127534,-0.24296680263998988,0.0,0.0,0.0,0.0
-0.08676781222927804,0.08714902562863101,-0.04891054862316937,-0.09482463065808588,-0.1989608738700203,-0.2429634100602553,0.0,0.0,0.0,0.0
-0.08676781222927804,0.08714920406398573,-0.04890971443197813,-0.09480967823508749,-0.19886575616039223,-0.24291762985025855,0.0,0.0,0.0,0.0
-0.08676781222927804,0.08716510984108344,-0.04883272751042356,-0.09464066030989984,-0.19885019567189205,-0.24291154415496627,0.0,0.0,0.0,0.0
-0.08676781222927804,0.08721039662107327,-0.04876766753371253,-0.09463508647223423,-0.1988351553604151,-0.2429033257519965,0.0,0.0,0.0,0.0
-0.08676781222927804,0.08723408533327132,-0.04872462117037536,-0.0945989960590245,-0.19849869055850233,-0.24289715914285037,0.0,0.0,0.0,0.0
-0.08676781222927804,0.08725084691363508,-0.04871683949875755,-0.0945350512391497,-0.19848398515903654,-0.24285490802760973,0.0,0.0,0.0,0.0
-0.08670656784761671,0.0872555379041976,-0.04866715662053911,-0.09452203987306125,-0.19848205997118337,-0.24278696097575195,0.0,0.0,0.0,0.0
-0.08670656784761671,0.08725803065769926,-0.04863166327415501,-0.09452097921086572,-0.19839555078010052,-0.24275565321970444,0.0,0.0,0.0,0.0
-0.08670656784761671,0.08729009552975682,-0.04862910050294461,-0.09450629329184028,-0.19824795898555883,-0.2426723567843416,0.0,0.0,0.0,0.0
-0.08670656784761671,0.08742260248164505,-0.048424885344014144,-0.09426867886784485,-0.19821947340602064,-0.24257030671447355,0.0,0.0,0.0,0.0
-0.08670656784761671,0.08753048373065037,-0.04840270330385032,-0.09422508754268466,-0.1981718958652601,-0.24249527351511985,0.0,0.0,0.0,0.0
-0.08670656784761671,0.0875846405144171,-0.048378477051213564,-0.0942164296494695,-0.19814646492836596,-0.24245423076953732,0.0,0.0,0.0,0.0
-0.08670656784761671,0.08767379873132221,-0.048316960307705735,-0.09421282641768661,-0.1981064968389926,-0.24245098744957108,0.0,0.0,0.0,0.0
-0.08670656784761671,0.08768437320541941,-0.04824818348733489,-0.09419277128551781,-0.1980724258870437,-0.24244067925691248,0.0,0.0,0.0,0.0
-0.08670656784761671,0.08769162974788888,-0.04824290467675396,-0.09417136416121076,-0.19800110597240236,-0.24229806930369863,0.0,0.0,0.0,0.0
-0.08670656784761671,0.08769999527353632,-0.048198790038236496,-0.09410840544223274,-0.19792400813417738,-0.2422200404964341,0.0,0.0,0.0,0.0
-0.0858908832739479,0.087711073428053,-0.04814261250898407,-0.09406286757686322,-0.19792314325490856,-0.24216923521095918,0.0,0.0,0.0,0.0
-0.0858908832739479,0.08772118232630458,-0.04809148299473206,-0.09396950675619536,-0.1978658458718605,-0.24213460117202146,0.0,0.0,0.0,0.0
-0.0858908832739479,0.08773315794037435,-0.04805208478410916,-0.09393963263777927,-0.19783996378637103,-0.24212527213259233,0.0,0.0,0.0,0.0
-0.0858908832739479,0.08774764753972962,-0.04803823783142376,-0.09392661931356225,-0.19774689655462757,-0.24209544222708504,0.0,0.0,0.0,0.0
-0.0858908832739479,0.08786450255248868,-0.04803410102552822,-0.09392325023399453,-0.19763672187190837,-0.24207440363852067,0.0,0.0,0.0,0.0
-0.0858908832739479,0.08789916191687547,-0.048013588031839,-0.093903569057842,-0.19760794775936313,-0.24205828911386346,0.0,0.0,0.0,0.0
-0.0858908832739479,0.08797879108027373,-0.04799020834489812,-0.09388277084793767,-0.19760362834164313,-0.24205260966608916,0.0,0.0,0.0,0.0
-0.0858908832739479,0.08801619980104777,-0.047910750931730195,-0.09380007099797702,-0.19749741585190042,-0.2420336632840364,0.0,0.0,0.0,0.0
-0.0858908832739479,0.08811719919078584,-0.04790720388972153,-0.09375882541008675,-0.19747997513813306,-0.24200444622783282,0.0,0.0,0.0,0.0
-0.0858908832739479,0.08812593892772834,-0.04790307861782771,-0.0937304682876931,-0.19747351690722778,-0.24195754519851043,0.0,0.0,0.0,0.0
-0.0856267327300945,0.08813421999535799,-0.04755774006512198,-0.09371614722681403,-0.19744664328925932,-0.24194879357177168,0.0,0.0,0.0,0.0
-0.0856267327300945,0.0881940754324893,-0.047526200240544186,-0.09365956463710086,-0.19743830063670537,-0.2418659116333311,0.0,0.0,0.0,0.0
-0.0856267327300945,0.08830055301915718,-0.04750830894482515,-0.09362659827134853,-0.1974039192294737,-0.24181215439093784,0.0,0.0,0.0,0.0
-0.0856267327300945,0.0883152705807838,-0.047503111255961655,-0.09362594177799252,-0.19731618357399489,-0.24177892253767885,0.0,0.0,0.0,0.0
-0.0856267327300945,0.08837754893076026,-0.04750095212990942,-0.09359846672473204,-0.19728241329111829,-0.2417126013240472,0.0,0.0,0.0,0.0
-0.0856267327300945,0.08841100511693371,-0.047479461485362945,-0.09356447502594528,-0.1972605327490616,-0.2416934650513316,0.0,0.0,0.0,0.0
-0.0856267327300945,0.08859303633012836,-0.04729736351128003,-0.09341697357163667,-0.19721980308106507,-0.24162123037992644,0.0,0.0,0.0,0.0
-0.0856267327300945,0.088609978665914,-0.04721598775810843,-0.09339742241166235,-0.19715088150233095,-0.24158539236342477,0.0,0.0,0.0,0.0
-0.0856267327300945,0.08861579152567761,-0.04718287608614176,-0.09339332946267956,-0.19714032121209685,-0.24152618647222346,0.0,0.0,0.0,0.0
-0.0856267327300945,0.0886266233744479,-0.04698546076968705,-0.09327692877545463,-0.1971394513399504,-0.24146271782094145,0.0,0.0,0.0,0.0
-0.0855454274353717,0.08863751243017896,-0.0469369716696086,-0.09326359572291387,-0.19710777124873458,-0.24145730981958605,0.0,0.0,0.0,0.0
-0.0855454274353717,0.08868616371313467,-0.04690605068371091,-0.09317572455619727,-0.19709181714655363,-0.24143921659920908,0.0,0.0,0.0,0.0
-0.0855454274353717,0.08869472286402166,-0.046866113247880765,-0.09312966553895015,-0.19707657477082835,-0.2413948238043127,0.0,0.0,0.0,0.0
-0.0855454274353717,0.08871664813418986,-0.04684032625150546,-0.0930794647391085,-0.19689959832823864,-0.2413410224521818,0.0,0.0,0.0,0.0
-0.0855454274353717,0.08876692082632029,-0.04683978835365825,-0.09304907356122967,-0.19689028629447256,-0.24133968868632386,0.0,0.0,0.0,0.0
-0.0855454274353717,0.0887685880642946,-0.0468067238197285,-0.09302966676251492,-0.19688705552110045,-0.2412512903197293,0.0,0.0,0.0,0.0
-0.0855454274353717,0.08897479779294408,-0.04680441041394932,-0.09296002337483064,-0.19679003537880813,-0.2412364358739357,0.0,0.0,0.0,0.0
-0.0855454274353717,0.08897797805471862,-0.04672336368412337,-0.09295642955304687,-0.19676068334786176,-0.24115307205949116,0.0,0.0,0.0,0.0
-0.0855454274353717,0.08907187967379174,-0.04663159315513163,-0.09290463961343376,-0.19674810661448602,-0.2410715287110035,0.0,0.0,0.0,0.0
-0.0855454274353717,0.08908741021451458,-0.04657022126016658,-0.09284870584543622,-0.1967173274856249,-0.24104904389987056,0.0,0.0,0.0,0.0
-0.08537433767228132,0.08912858075027662,-0.04652342644890674,-0.09280294328087765,-0.19669742745051114,-0.24098646283368008,0.0,0.0,0.0,0.0
-0.08537433767228132,0.08920005840975656,-0.04652256308102566,-0.09280097193898873,-0.1966826128125044,-0.24088863920665082,0.0,0.0,0.0,0.0
-0.08537433767228132,0.08923792733981531,-0.04648182681304814,-0.09277835605801175,-0.19665909334212453,-0.24085846488747226,0.0,0.0,0.0,0.0
-0.08537433767228132,0.08931767841762144,-0.04646272121867699,-0.09276134795112725,-0.19654115585102916,-0.24085560462425573,0.0,0.0,0.0,0.0
-0.08537433767228132,0.08932212129124292,-0.04645766282412461,-0.09266316204319441,-0.19651808912782934,-0.24084550598952892,0.0,0.0,0.0,0.0
-0.08537433767228132,0.08933168283101756,-0.04642727009470182,-0.09265428232257356,-0.19635600213098667,-0.2408222970091544,0.0,0.0,0.0,0.0
-0.08537433767228132,0.0894469438015689,-0.04638374052591245,-0.09257848798074596,-0.19631850615383753,-0.24081361148323124,0.0,0.0,0.0,0.0
-0.08537433767228132,0.08954943695053307,-0.04627610558057085,-0.09256949137970442,-0.19631497600012135,-0.2407537779331575,0.0,0.0,0.0,0.0
-0.08537433767228132,0.0896051279891986,-0.046260295796822004,-0.0925603233192266,-0.19630712481408125,-0.24073838224209765,0.0,0.0,0.0,0.0
-0.08537433767228132,0.08963495548064593,-0.046184933469855895,-0.09238400806971217,-0.19630674538922072,-0.24060342444308114,0.0,0.0,0.0,0.0
-0.08519105391160539,0.0897775036510907,-0.046121034527532065,-0.09231800390975578,-0.19625385751119145,-0.24054147934058825,0.0,0.0,0.0,0.0
-0.08519105391160539,0.0899080628666272,-0.04610028295886151,-0.09230417075694819,-0.19622570316107024,-0.24053255639360313,0.0,0.0,0.0,0.0
-0.08519105391160539,0.0899903736316356,-0.046095157500909256,-0.09229459846801903,-0.1962213751892482,-0.24050770181343958,0.0,0.0,0.0,0.0
-0.08519105391160539,0.0899963746014951,-0.04608726702329134,-0.09229061023309344,-0.19621782632856716,-0.24048689885114216,0.0,0.0,0.0,0.0
-0.08519105391160539,0.09006319389400859,-0.04608166925161062,-0.09218884786128448,-0.19620998474663165,-0.24048632608674142,0.0,0.0,0.0,0.0
-0.08519105391160539,0.09010921298482906,-0.04605988723633727,-0.09216311396894902,-0.19620837536874305,-0.24048533514899548,0.0,0.0,0.0,0.0
-0.08519105391160539,0.0902495687193929,-0.04604812923912318,-0.09213533556640856,-0.19619784782691493,-0.24045063774334563,0.0,0.0,0.0,0.0
-0.08519105391160539,0.09026381754690598,-0.04595806310119435,-0.09201919251084378,-0.19611093826523412,-0.24043741977602076,0.0,0.0,0.0,0.0
-0.08519105391160539,0.0903200370238591,-0.045934611017689295,-0.09200371148039053,-0.1960797193604805,-0.2404366536650752,0.0,0.0,0.0,0.0
-0.08519105391160539,0.09037931357875026,-0.04588094738329656,-0.0919525806669939,-0.19598070679763085,-0.24042470162281193,0.0,0.0,0.0,0.0
-0.08510709542318942,0.09039201915872377,-0.04586071113269231,-0.09191333116947001,-0.1959445761395811,-0.240414049642007,0.0,0.0,0.0,0.0
-0.08510709542318942,0.09040582206722099,-0.045779254261988644,-0.09190635607014992,-0.19593436263252878,-0.24038366783375092,0.0,0.0,0.0,0.0
-0.08510709542318942,0.09043695091975806,-0.04572241591798187,-0.09185263682365864,-0.19577160398903082,-0.24032281091425978,0.0,0.0,0.0,0.0
-0.08510709542318942,0.09056874252762116,-0.045692767682644436,-0.0918183902178581,-0.19575887561703864,-0.24030971651691602,0.0,0.0,0.0,0.0
