,article_id,Code,Date,Date_lag,Company,headline,orgs_mentioned,key_phrase,save_time,online_found
6090,1417425,EVRE.L,2012-11-16,2012-11-15, Evraz;,Evraz bounces despite balance sheet woes as FTSE 100 slips, Morgan Stanley; Deutsche Bank; BNP Paribas; Home Retail Group; John Wood Group; Man Group; Securities; Barclays;,Morgan Stanley Deutsche Bank BNP Paribas Home Retail Group John Wood Group Man Group Securities Barclays,2023-03-30 22:53:37.256536,No
6091,1433267,EVRE.L,2013-04-12,2013-04-11, Evraz;,Evraz shuns dividend as steel prices 'deteriorate', Deutsche Bank;,Deutsche Bank,2023-03-30 22:53:49.642493,Yes
