,article_id,Code,Date,Date_lag,Company,headline,orgs_mentioned,key_phrase,save_time,online_found
10068,1382617,POLYP.L,2012-01-18,2012-01-17, Polymetal International;,Polymetal leads the blue-chips higher, Polymetal International; Morgan Stanley; Kenmare Resources; Energy; Supreme Court;,Polymetal International Morgan Stanley Kenmare Resources Energy Supreme Court,2023-04-03 18:53:57.847937,No
