,article_id,Code,Date,Date_lag,Company,headline,orgs_mentioned,key_phrase,save_time,online_found
6351,734052,GME.L^B01,2001-01-15,2001-01-14, Granada Media;,NATIONAL NEWS: Smith agrees to BBC venture with Granada Media, BBC; Granada Media; BBC Resources;,BBC Granada Media BBC Resources,2023-03-31 10:33:21.313704,Yes
