,article_id,Code,Date,Date_lag,Company,headline,orgs_mentioned,key_phrase,save_time,online_found
9733,1597528,MERL.L,2017-11-10,2017-11-09, Merlin Entertainments;,London Merlin Entertainments races ahead following talk of a break-up, Midway; Sea Life; Royal Institution; Foxtons; Dixons Carphone;,Midway Sea Life Royal Institution Foxtons Dixons Carphone,2023-04-03 17:58:02.507658,Yes
9734,1597528,MERL.L,2017-11-10,2017-11-09, Merlin Entertainments;,London Merlin Entertainments races ahead following talk of a break-up, Midway; Sea Life; Royal Institution; Foxtons; Dixons Carphone;,Midway Sea Life Royal Institution Foxtons Dixons Carphone,2023-04-03 17:58:13.768685,Yes
