,article_id,Code,Date,Date_lag,Company,headline,orgs_mentioned,key_phrase,save_time,online_found
5644,1354152,CWP.L^G12,2011-05-26,2011-05-25, Cable & Wireless Communications;,CWC shares fall 11% on poor Caribbean trading, Cable & Wireless Communications; Cable;,Cable Wireless Communications Cable,2023-03-30 18:27:54.137240,Yes
