,article_id,Code,Date,Date_lag,Company,headline,orgs_mentioned,key_phrase,save_time,online_found
679,716043,BAB.L,2000-10-11,2000-10-10, Babcock International Group;,PEOPLE: Moving places Babcock International Group, Babcock International Group;,Babcock International Group,2023-03-29 17:38:08.814773,No
