,article_id,Code,Date,Date_lag,Company,headline,orgs_mentioned,key_phrase,save_time,online_found
4140,752589,BSCT.L^I01,2001-04-12,2001-04-11, Bank of Scotland;,LEX COLUMN: Royal Bank of Scotland LEX COLUMN, Royal Bank of Scotland  Royal Bank of Scotland;,Royal Bank of Scotland Royal Bank of Scotland,2023-03-30 13:02:51.932745,Yes
