,article_id,Code,Date,Date_lag,Company,headline,orgs_mentioned,key_phrase,save_time,online_found
6084,730849,ETP.L^F02,2000-12-20,2000-12-19, Enterprise Oil;,COMPANIES & FINANCE UK: Enterprise Oil signs contract with Iran, Enterprise Oil; National Iranian Oil Company; UK; BP;,Enterprise Oil National Iranian Oil Company UK BP,2023-03-30 22:52:35.017173,No
6085,737408,ETP.L^F02,2001-01-30,2001-01-29, Enterprise Oil;,PEOPLE: Moving places Enterprise Oil, Enterprise Oil; Carrizo Oil & Gas and Frontier Oil Corporation.;,Enterprise Oil Carrizo Oil Gas and Frontier Oil Corporation,2023-03-30 22:52:46.321172,Yes
6086,805294,ETP.L^F02,2002-01-09,2002-01-08, Enterprise Oil;,Enterprise Oil rejects ENI bid, Enterprise Oil; ENI;,Enterprise Oil ENI,2023-03-30 22:52:58.925496,Yes
6087,821355,ETP.L^F02,2002-04-03,2002-04-02, Enterprise Oil;,Shell announces Pounds 3.5bn agreed bid for Enterprise Oil, Royal Dutch/Shell; Enterprise Oil;,Royal Dutch Shell Enterprise Oil,2023-03-30 22:53:12.336414,Yes
6088,821766,ETP.L^F02,2002-04-04,2002-04-03, Enterprise Oil;,Eni rules out counter-bid for Enterprise Oil, Enterprise Oil; Shell.; Shell; BP;,Enterprise Oil Shell Shell BP,2023-03-30 22:53:24.929986,Yes
6089,824819,ETP.L^F02,2002-04-19,2002-04-18, Enterprise Oil;,Shell increases stake in Enterprise Oil to 29%, UK Takeover Code; Shell; Deutsche Bank; Budget; Enterprise Oil; Department of Trade and Industry;,UK Takeover Code Shell Deutsche Bank Budget Enterprise Oil Department of Trade and Industry,2023-03-30 22:53:31.117091,No
