,article_id,Code,Date,Date_lag,Company,headline,orgs_mentioned,key_phrase,save_time,online_found
8121,734541,IOG.L^G02,2001-01-17,2001-01-16, Innogy;,COMPANIES & FINANCE UK: Innogy to book exceptional gain, National Power; US; Eastern Energy; Innogy; TXU;,National Power US Eastern Energy Innogy TXU,2023-03-31 17:51:11.593635,Yes
