,article_id,Code,Date,Date_lag,Company,headline,orgs_mentioned,key_phrase,save_time,online_found
13139,1452872,RMG.L,2013-10-16,2013-10-15, Royal Mail;,Lazard faces grilling over Royal Mail sale price," Royal Mail; House of Commons; Lazard; Financial Times; Goldman Sachs; Barclays; Bank of America Merrill Lynch; RBC; Lazard UK,; 52.2;",Royal Mail House of Commons Lazard Financial Times Goldman Sachs Barclays Bank of America Merrill Lynch RBC Lazard UK,2023-04-04 12:16:23.006992,Yes
13140,1453637,RMG.L,2013-10-21,2013-10-20, Royal Mail;,Cameron to build on Royal Mail sale, Royal Mail; Lloyds Banking Group; Lloyds; Royal Bank of Scotland;,Royal Mail Lloyds Banking Group Lloyds Royal Bank of Scotland,2023-04-04 12:16:28.984770,No
13141,1453536,RMG.L,2013-10-22,2013-10-21, Royal Mail;,Royal Mail puzzle, House of Commons; Royal Mail; US; FT; Reuters; Investors Chronicle;,House of Commons Royal Mail US FT Reuters Investors Chronicle,2023-04-04 12:16:34.988341,No
13142,1453757,RMG.L,2013-10-23,2013-10-22, Royal Mail;,TCI stake stirs Royal Mail furore, Children's Investment Fund; Royal Mail; Department; EADS; Dassault Aviation; BIS; Communication Workers Union; Thomson Reuters;,Children s Investment Fund Royal Mail Department EADS Dassault Aviation BIS Communication Workers Union Thomson Reuters,2023-04-04 12:16:46.275669,Yes
13143,1456815,RMG.L,2013-11-21,2013-11-20, Royal Mail;,Bankers grilled on Royal Mail, Royal Mail; Goldman Sachs; UBS; Conservative; MP; Deutsche Bank; Communication Workers Union; US; Lloyds Banking Group; Royal Bank; Children's Investment Fund;,Royal Mail Goldman Sachs UBS Conservative MP Deutsche Bank Communication Workers Union US Lloyds Banking Group Royal Bank Children s Investment Fund,2023-04-04 12:16:57.733701,Yes
13144,1457759,RMG.L,2013-11-28,2013-11-27, Royal Mail;,Royal Mail figures fuel privatisation price row, Royal Mail; Communication Workers Union; TNT Post UK;,Royal Mail Communication Workers Union TNT Post UK,2023-04-04 12:17:09.105107,Yes
13145,1457820,RMG.L,2013-11-28,2013-11-27, Royal Mail;,Royal Mail, Royal Mail; Deutsche Post; Barclays;,Royal Mail Deutsche Post Barclays,2023-04-04 12:17:20.472837,Yes
13146,1462520,RMG.L,2014-01-21,2014-01-20, Royal Mail;,Royal Mail fades after activist hedge fund offloads 12m shares, Royal Mail; Children's Investment Fund; Weir Group; Redburn Partners; Deutsche Bank; Barclays; US; Royal Bank; Credit Suisse;,Royal Mail Children s Investment Fund Weir Group Redburn Partners Deutsche Bank Barclays US Royal Bank Credit Suisse,2023-04-04 12:17:31.841592,Yes
13147,1464524,RMG.L,2014-02-07,2014-02-06, Royal Mail;,Royal Mail sale row reignites," Royal Mail; National Audit Office; US; Goldman Sachs; UBS; Royal Mail"";",Royal Mail National Audit Office US Goldman Sachs UBS Royal Mail,2023-04-04 12:17:47.861054,Yes
13148,1467111,RMG.L,2014-03-05,2014-03-04, Royal Mail;,Royal Mail misses rally after threat to monopoly highlighted, Royal Mail; TNT Post; UK; NL; Credit Suisse; TNT; LDC; Lloyds Banking Group; FTSE; Perform; TA Associates;,Royal Mail TNT Post UK NL Credit Suisse TNT LDC Lloyds Banking Group FTSE Perform TA Associates,2023-04-04 12:17:59.452662,Yes
13149,1469785,RMG.L,2014-04-01,2014-03-31, Royal Mail;,Watchdog hits at Royal Mail shares sale, Royal Mail; National Audit Office; London Stock Exchange; Department;,Royal Mail National Audit Office London Stock Exchange Department,2023-04-04 12:18:15.413938,Yes
13150,1470782,RMG.L,2014-04-10,2014-04-09, Royal Mail;,Royal Mail languishes amid stake sale talk and Ofcom probe, Royal Mail; AO; Deutsche Bank; Direct Line;,Royal Mail AO Deutsche Bank Direct Line,2023-04-04 12:18:26.833529,Yes
13151,1479531,RMG.L,2014-07-11,2014-07-10, Royal Mail;,Sell-off expert pans Royal Mail sale, Royal Mail; Cranfield University; House of Commons; UBS; Goldman Sachs; Chartered Institute of Public Finance; British Aerospace; British Telecom; BT; Lazard;,Royal Mail Cranfield University House of Commons UBS Goldman Sachs Chartered Institute of Public Finance British Aerospace British Telecom BT Lazard,2023-04-04 12:18:32.918196,No
13152,1481973,RMG.L,2014-08-06,2014-08-05, Royal Mail;,Royal Mail falls to lowest since debut on overcapacity worries, Royal Mail; Credit Suisse; UK; Merrill Lynch; Weir Group; FTSE; British Airways; IAG; Lloyds Banking Group; Lloyds; RBC; Imagination Technologies; Carphone Warehouse;,Royal Mail Credit Suisse UK Merrill Lynch Weir Group FTSE British Airways IAG Lloyds Banking Group Lloyds RBC Imagination Technologies Carphone Warehouse,2023-04-04 12:18:44.243436,Yes
