,article_id,Code,Date,Date_lag,Company,headline,orgs_mentioned,key_phrase,save_time,online_found
5266,804525,CCM.L^A04,2002-01-04,2002-01-03, Carlton Communications;,Moving places Carlton Communications, Carlton Communications;,Carlton Communications,2023-03-30 16:57:18.294403,Yes
5267,804525,CCM.L^A04,2002-01-04,2002-01-03, Carlton Communications;,Moving places Carlton Communications, Carlton Communications;,Carlton Communications,2023-03-30 16:57:30.343584,Yes
5268,812964,CCM.L^A04,2002-02-18,2002-02-17, Carlton Communications;,Moving places Carlton Communications, Carlton Communications;,Carlton Communications,2023-03-30 16:57:36.679349,No
5269,812964,CCM.L^A04,2002-02-18,2002-02-17, Carlton Communications;,Moving places Carlton Communications, Carlton Communications;,Carlton Communications,2023-03-30 16:57:43.067760,No
