,article_id,Code,Date,Date_lag,Company,headline,orgs_mentioned,key_phrase,save_time,online_found
13959,1125368,SKG.L,2007-03-15,2007-03-14, Smurfit Kappa;,Smurfit Kappa at grey market premium GENERAL INDUSTRIAL, Partners; CVC Capital; Anglo Irish Bank; Dublin-based Smurfit Kappa; Jefferson Smurfit; SCA;,Partners CVC Capital Anglo Irish Bank Dublin based Smurfit Kappa Jefferson Smurfit SCA,2023-04-04 14:38:53.868874,No
